Customer/Merchant ID,Product ID,Policy Type,Premium Amount,Policy Term,Claim Status
CUS5QTANY5FQ38Q,PROD107780,Life,155761,13,No Claim
CUSC0ZRNHN0ZXDS,PROD107783,Health,78793,18,No Claim
CUSO9E00MWED4MJ,PROD107788,Health,248217,17,No Claim
CUSRKBHUZHZYWCJ,PROD107790,Health,241809,12,No Claim
CUSHWLV1DV4Q48Y,PROD107795,Life,63932,8,No Claim
CUSS99HCR0R8CZQ,PROD107797,Life,203953,6,No Claim
CUSZOMP5LO0MN29,PROD107806,Life,165008,23,Claim Filed
CUSS2IUITZY2TJX,PROD107808,General,127796,11,No Claim
CUSNJBFS5BXO10D,PROD107816,General,103414,8,No Claim
CUSB6OFBEII9M4Z,PROD107823,General,176930,14,No Claim
CUS9P7Y6SOVS2SL,PROD107830,General,50905,12,No Claim
CUSGNTB34KUQAAJ,PROD107835,General,190323,7,Claim Settled
906742900698,PROD107839,Health,85077,19,No Claim
CUSAYVBFKOA9LDM,PROD107841,Life,109977,17,No Claim
CUSZYSM1AZ0EU8B,PROD107844,Life,84107,17,No Claim
CUS40ECJ9HWE7LV,PROD107848,General,46432,18,No Claim
744704911413,PROD107849,General,53291,6,No Claim
CUS2G8HWHX7BW1H,PROD107859,Health,134553,22,No Claim
CUSAY4A4X5LKV2A,PROD107862,Life,41101,24,No Claim
CUS014A9KVZF9Y9,PROD107864,Life,81722,25,No Claim
CUS9DKHRPUU23P2,PROD107865,Health,200029,16,No Claim
CUS45JUIQPE99YX,PROD107867,Life,242482,18,No Claim
CUSS86X5NGFZ0F7,PROD107869,Life,239035,21,No Claim
816082211217,PROD107877,General,50334,21,No Claim
CUS7IGNJIYIKMAB,PROD107878,Life,142381,24,No Claim
CUSVP2DG2PX5130,PROD107879,General,243393,6,No Claim
CUSCNFKI68CFGNO,PROD107887,General,212094,23,No Claim
CUSM3813N8WRZBF,PROD107898,General,216780,10,No Claim
CUSRTAJEXJGLUHZ,PROD107911,Health,129590,12,No Claim
CUSY5FIP6GQDWX9,PROD107913,Life,160742,5,No Claim
CUS9RZQKVMX43V7,PROD107924,Health,37505,6,No Claim
CUSF46AJ35S0WBU,PROD107925,Health,232746,9,No Claim
CUSMINERG4YFOXJ,PROD107926,General,227864,16,No Claim
CUSROBVCKES7D8Q,PROD107928,Life,99625,16,No Claim
CUST82S9UV9FCWA,PROD107957,Life,161680,7,No Claim
CUSDS8Q8VDT1FYZ,PROD107958,Life,222912,16,No Claim
CUSFFJEQBBKS9K6,PROD107962,Life,148715,22,No Claim
CUS50N1STKZZVX3,PROD107966,Health,66985,18,No Claim
CUSGK4M9DUR7TQA,PROD107969,Life,46481,21,No Claim
472686241710,PROD107970,Life,238328,23,No Claim
CUS7VUQ3188RFOJ,PROD107972,Life,245800,19,No Claim
CUSN0S5QWPPOCQB,PROD107979,Health,246753,16,No Claim
CUSJ3AG197YTR0J,PROD107981,General,240890,16,No Claim
CUSZP36SQYSTMNI,PROD107991,Health,98980,11,No Claim
CUSZGYICG5W5BMB,PROD107994,General,150161,16,No Claim
CUSIG1UITRM0UES,PROD108024,General,231734,12,No Claim
CUSU1M1RXAWC9AT,PROD108028,Life,74608,9,No Claim
CUS4YAES6KL3LYF,PROD108029,Health,208687,18,No Claim
CUSH7VQJA6614RS,PROD108032,Health,148371,15,No Claim
CUS3SRT445FR4QB,PROD108045,General,97675,19,No Claim
CUSSBZHO2ED1YC5,PROD108054,Health,203588,18,No Claim
890945034971,PROD108056,Health,69868,9,No Claim
CUSGWN0MODP9NUF,PROD108057,General,106890,7,No Claim
CUS3GBEHEW448HM,PROD108058,General,86526,10,No Claim
CUSA0QUQKQJLYEB,PROD108062,Health,121221,7,No Claim
CUSZIVP08GH61XP,PROD108069,General,60796,14,No Claim
CUSFKLSEB731FDQ,PROD108070,General,39892,16,No Claim
CUSWAFLWPPBQXPJ,PROD108072,General,189230,11,No Claim
CUSGHAR33R40ADF,PROD108075,Health,74313,12,No Claim
CUS4UNSNO118RB3,PROD108077,General,95383,23,No Claim
CUSQJ2PG1Q0WLAM,PROD108078,General,108247,8,No Claim
CUS3D7C8AXIOS4K,PROD108083,General,69233,7,Claim Settled
CUSD35DGHNW6KRU,PROD108088,General,40110,18,No Claim
CUSW62JMQLQ3432,PROD108105,Health,84808,7,No Claim
CUSNG1CA17GKM0S,PROD108114,Life,144326,20,No Claim
CUS8YL1T7KZAVUA,PROD108115,Health,178797,20,No Claim
CUSLRUS11KGVKWU,PROD108121,General,182022,11,No Claim
CUSDFYHN41JYDJ0,PROD108123,Health,185135,21,No Claim
CUS0X3OB6IRWNSL,PROD108124,General,81480,20,No Claim
CUSYKTO6ANZ1RWR,PROD108125,Life,191197,17,No Claim
CUS8K9L71OT035L,PROD108127,General,80389,11,No Claim
CUSVYVPYSGC4BO3,PROD108129,General,134160,5,No Claim
CUSIEHEUSR4JTD8,PROD108130,Life,231213,8,No Claim
CUSLFN0TWJK3MGX,PROD108131,General,43929,5,No Claim
CUSYYJ5N860ATH9,PROD108132,Life,169755,5,No Claim
CUSQCH8EG8M22WL,PROD108134,Life,239063,8,No Claim
CUS8DQZ7MM6S5JW,PROD108148,Health,49944,18,No Claim
247988577240,PROD108152,Health,207493,21,No Claim
CUS9LW0PZXYHDT6,PROD108154,General,106930,5,No Claim
CUSK7U2XOQ2OYFR,PROD108157,Health,168338,24,No Claim
CUSX6XQSTPG0W6T,PROD108165,Life,112600,21,No Claim
CUSACHLFAPMODOX,PROD108168,General,196913,19,No Claim
CUSYQOUK51STOLH,PROD108186,General,203217,20,No Claim
CUSAY3LCV5HSNZH,PROD108189,Health,191793,23,Claim Filed
CUS4L8UT0T17DZ6,PROD108194,Life,189423,12,No Claim
CUSWDE6GWM0LJA2,PROD108199,Life,29274,24,No Claim
CUS87WJXBSME701,PROD108202,Health,143668,22,No Claim
CUS63SM2MDE4F9W,PROD108206,Life,230012,25,No Claim
CUSJWD23WDO72ER,PROD108213,General,36089,12,No Claim
CUSLPZ8H5YFDH7V,PROD108216,Health,140379,16,No Claim
552367374621,PROD108218,Life,173460,20,No Claim
CUSCZCSD13S6OJS,PROD108219,Life,87390,22,No Claim
CUS7451YUZKOTO7,PROD108220,Life,73487,15,No Claim
345142463752,PROD108221,Health,219132,19,No Claim
CUS2VFN88ZH2YNB,PROD108231,General,156945,16,No Claim
CUSTJ9XPF0A5ZDK,PROD108239,General,80375,10,No Claim
CUS7D8FGLK103EK,PROD108255,Life,238909,15,No Claim
480253659926,PROD108261,Life,129315,8,Claim Settled
CUS5AAAUU3GTA8F,PROD108262,General,30556,5,No Claim
CUSHMCQZJX1G9MC,PROD108263,Health,83248,23,No Claim
708123418840,PROD108270,Life,55341,14,No Claim
CUS4M3YX117OTWX,PROD108273,Health,206155,17,No Claim
CUSO7SM5V3WRAQL,PROD108274,Life,94357,12,No Claim
CUSBU1W44G8BW5S,PROD108278,General,93195,24,No Claim
CUS6P18A5P1YTOQ,PROD108280,Life,62517,12,No Claim
CUS56F8XBUZQFHP,PROD108289,Health,228233,17,No Claim
CUSRSM5238CHQFW,PROD108290,Health,235214,18,No Claim
CUSVCOXNCJT7F8S,PROD108293,Life,154290,25,No Claim
CUSW026XRAGHEQ9,PROD108296,Health,33431,22,No Claim
CUS7X1RCQ1M0CU2,PROD108299,General,149956,10,No Claim
CUSHC1JJ51OYR30,PROD108305,General,145487,16,No Claim
CUSR34BQAN96CQT,PROD108307,General,36187,9,No Claim
CUSOI4207NXVGJW,PROD108308,General,130513,16,No Claim
CUS30IRKYSPYL8R,PROD108316,General,195492,19,No Claim
CUSEBTBDDKOX42A,PROD108318,General,131046,13,No Claim
CUSXUVAG2F14M6M,PROD108332,Life,89253,16,No Claim
CUSYOHHP9A9WX8N,PROD108336,General,153479,13,Claim Settled
CUS5BKEOWUDRJNK,PROD108337,Life,105961,15,No Claim
CUS9DLIABIW0WBZ,PROD108339,General,97557,22,No Claim
CUS80MAQEB8J5SA,PROD108349,General,70227,23,No Claim
CUSH1Z4TU6CYGMR,PROD108353,Life,228300,7,No Claim
CUSN6ZG8KPXMXSQ,PROD108363,Health,25970,14,No Claim
CUSM15FB2UTLNPN,PROD108365,General,221582,5,No Claim
676028004496,PROD108368,Life,200863,11,No Claim
CUSTO9302ESMI2U,PROD108379,Life,95478,9,No Claim
CUS3ZUWV2LQJE40,PROD108381,General,194823,11,No Claim
CUS99R10Z6YNCBA,PROD108382,General,161914,16,No Claim
CUSL400JVGLYMNZ,PROD108387,Health,72556,25,No Claim
CUSIYGISO5E4N0E,PROD108388,Health,105255,16,No Claim
CUSHY3V3ZIG6DYG,PROD108394,General,115825,17,No Claim
CUSLEEZGJ3WDDJX,PROD108398,General,86274,21,No Claim
CUS5GTLTJD906AF,PROD108401,General,80010,21,No Claim
CUSOAN8RFV7WT5B,PROD108404,Health,51426,18,No Claim
CUSU3YJQO0ZEKRB,PROD108405,Health,33469,7,No Claim
CUSKXDIRSNEOA9N,PROD108417,Health,32161,25,No Claim
CUSXCB7KI5444EW,PROD108420,Health,61160,20,No Claim
CUSMNJMTWBIV6K2,PROD108422,General,183534,7,No Claim
CUS3VUQD7YOV1NW,PROD108428,General,48561,12,No Claim
349774352110,PROD108433,Life,184462,11,No Claim
CUSNHWQ4PNBV89D,PROD108435,General,162714,7,No Claim
157373035458,PROD108447,Health,184037,15,No Claim
CUSAN2DZVLOIBEX,PROD108450,General,44567,23,No Claim
CUSUQXJG2XQ3Y9K,PROD108453,Life,47403,19,No Claim
CUS2ONAWAR7GC2E,PROD108456,Life,229296,8,No Claim
CUSPTWNFK694T83,PROD108458,Life,176519,13,No Claim
CUS9486J6FUWQP0,PROD108459,Life,84108,10,No Claim
CUSGLNZZ5CRJ945,PROD108469,Health,234789,23,No Claim
CUSPYN5CXA5OEKE,PROD108475,General,82191,24,No Claim
523549354017,PROD108480,Life,78493,9,No Claim
CUSLQ9J9NLJUWDN,PROD108483,General,133788,5,No Claim
CUSSQN90WSUAGZI,PROD108488,Health,231389,17,No Claim
CUSAD4XTGFA456U,PROD108489,Life,60626,16,No Claim
CUSE96X3ODWJZI4,PROD108492,General,83530,11,No Claim
CUSAZP8CVCL1KYS,PROD108500,Health,124484,6,No Claim
CUSQ6HWBK4DWN6C,PROD108501,General,54780,9,No Claim
CUSGHOOB6TGXTRY,PROD108506,Health,224219,11,No Claim
CUSN26MDUS5N0I4,PROD108510,General,42790,11,Claim Settled
CUS29MPWH9ZAU7Q,PROD108512,General,37867,17,No Claim
CUSDY3YWI40F5M2,PROD108515,Life,112048,15,No Claim
CUS4WI3VA3OVTOJ,PROD108522,Health,106162,14,No Claim
CUSDUDY3ANRPX1J,PROD108527,General,112866,20,No Claim
CUS7JYA8GGEA7HZ,PROD108530,Health,186201,6,No Claim
CUSI7WXOEJ69OVU,PROD108532,General,100834,21,No Claim
CUSK19P9NYQ3IUR,PROD108548,Life,72889,5,No Claim
CUSI29MKP963LG4,PROD108549,Health,131889,20,No Claim
211282955368,PROD108562,General,95456,22,No Claim
CUS9L8JATIBJ327,PROD108572,Health,95650,23,No Claim
CUS2M8Z6FGLZNXO,PROD108578,General,107869,23,No Claim
CUSG08V1FABBEJD,PROD108581,Health,49452,10,No Claim
CUS7RDMF2QO9ODM,PROD108588,Health,171168,17,No Claim
CUS7YINGB8JQW67,PROD108593,Health,146384,23,No Claim
CUSN75F9GIJCNRA,PROD108595,Health,43092,18,No Claim
CUSK70AHRIKDULR,PROD108602,General,36621,12,No Claim
CUSO1TTFYAF2YDX,PROD108605,Health,99012,20,No Claim
CUSZVQ558JWQ91F,PROD108606,Life,123724,24,No Claim
CUS16OCEIV0DB8P,PROD108619,General,88198,17,No Claim
CUSJAFCO8XF1CL2,PROD108620,Life,162675,6,Claim Filed
CUSYKTKJWPJEBPR,PROD108640,Life,229144,11,No Claim
CUSCQVZPK3USRRM,PROD108645,General,183663,8,No Claim
CUSB9GKSB7QXMDX,PROD108651,Health,149811,25,Claim Settled
CUSB5W79UJSDO1V,PROD108652,Life,172626,10,No Claim
CUS58ECKX4MFX3U,PROD108666,Health,86855,14,No Claim
CUSNV0H5XFXCNFA,PROD108668,Health,158205,15,No Claim
CUSB29OHFF8P5L2,PROD108670,Life,198520,5,No Claim
CUSPN8D4F7D5T16,PROD108673,General,92262,15,No Claim
CUSZM5FFVC0E41Y,PROD108675,Life,116407,23,Claim Settled
CUSLZR7YVIQDD3O,PROD108676,Life,59172,21,No Claim
CUSRA3W5RCFTFHF,PROD108678,Life,142438,21,No Claim
CUS2VG031U4ISA5,PROD108681,Life,167648,18,No Claim
CUSKG4W58RHNUXO,PROD108688,Life,77157,16,No Claim
CUSGDJ3PQ6UWVXF,PROD108712,Life,240008,6,No Claim
CUSQFPCUF38BKB4,PROD108718,Health,215077,17,No Claim
CUS07JW60UWVPY9,PROD108723,Health,229094,22,No Claim
CUSY0U8MYPM622M,PROD108724,Health,194799,7,No Claim
CUSF9AWRZVZZG9B,PROD108728,Life,234360,23,No Claim
CUS5Y1OY4GNOWVP,PROD108733,General,169079,6,No Claim
CUSEGR7OMJ8B19R,PROD108744,Life,77701,9,No Claim
CUSAXHQQDCQXVFI,PROD108747,General,167311,21,Claim Settled
CUSVJKTMEGOA5AW,PROD108748,Health,65415,22,No Claim
CUSVAIL06UR7BA1,PROD108750,Health,113608,19,No Claim
CUSGYO9JIJWMB89,PROD108765,General,197337,17,No Claim
CUSUM9ITG7M9XCT,PROD108766,General,249809,15,No Claim
CUS4B2GLNYYAC08,PROD108770,Life,163163,24,No Claim
CUSV20B48H2B94S,PROD108775,General,198177,13,Claim Settled
970282306621,PROD108778,Life,199714,20,No Claim
CUSJ88ASYPBGD7H,PROD108780,Health,59425,25,No Claim
CUS5PCXA5S00I85,PROD108790,Life,202929,23,No Claim
CUSGA9ED3H3GYO1,PROD108795,Health,237597,16,No Claim
CUS220JML8PYYET,PROD108796,General,243212,7,No Claim
CUSFQFQBZ8XQQTJ,PROD108798,Life,57461,24,No Claim
CUS4VOS701OZQU3,PROD108801,Life,199185,24,No Claim
CUSP91OJGAKWHFO,PROD108802,Health,245732,19,No Claim
CUSV48E33V75XM5,PROD108806,General,222671,19,No Claim
CUS092HMY63ADSO,PROD108811,Health,133898,5,No Claim
CUS9H24P1VRXGJV,PROD108815,Life,59843,18,No Claim
CUS6N5Z4XAI1VRF,PROD108819,General,108964,13,No Claim
750092086061,PROD108821,Health,26075,22,No Claim
CUSLD1C93G24LUJ,PROD108835,Health,137100,10,No Claim
CUS3GXRNTD6CGOH,PROD108843,Health,182384,25,No Claim
CUS4QUPMBI6MQUB,PROD108844,Life,173260,25,No Claim
CUSYWE14YQTZJT0,PROD108856,General,209295,13,No Claim
CUSF62W41AC98ZG,PROD108857,Health,72706,12,No Claim
CUSFDJIYFIGX33C,PROD108863,General,163210,12,No Claim
CUS6P22EOVHO9HY,PROD108867,Health,68847,24,No Claim
CUSUYAL6EXCKQ67,PROD108871,General,99224,12,No Claim
CUS6F6R14C3L88L,PROD108872,Life,221003,5,No Claim
CUSHJ7WX6QQRD04,PROD108876,Life,203752,11,No Claim
CUSWU52SWYYDS6L,PROD108877,Life,36729,10,Claim Filed
908502689636,PROD108879,Life,191106,25,No Claim
CUSHODB8TA6DO0O,PROD108887,Life,205639,18,No Claim
CUSKL3SY5XJ5UWQ,PROD108889,Life,175694,13,No Claim
CUSSYYOG6ATICCS,PROD108894,General,76347,24,No Claim
CUS5HNTSDS5VCDO,PROD108895,Life,204484,11,No Claim
524570552337,PROD108903,Health,246845,23,No Claim
732867672084,PROD108904,General,64428,10,No Claim
CUS5UOB7A3PDN09,PROD108906,Health,63417,17,No Claim
CUSQTKCD0RLEXDW,PROD108909,Health,42902,12,No Claim
CUS4HA0J82IW5PL,PROD108914,Life,203911,15,No Claim
CUSOL4ZVZACU8N8,PROD108916,Life,39356,24,No Claim
334719119942,PROD108925,Health,76913,8,No Claim
CUS1Q9AWEOY3F22,PROD108930,Health,184790,9,No Claim
CUS3D4TSQXAMHB0,PROD108936,General,68662,8,No Claim
CUSZUP8Z3N3VRJ2,PROD108937,Life,78898,19,No Claim
CUSY2VOQU29NQ4G,PROD108943,General,60799,21,No Claim
730364382038,PROD108944,Health,25174,19,No Claim
CUS5GVETK99RJRM,PROD108950,General,208077,20,No Claim
CUS0EMLQK1NCKUZ,PROD108960,Health,197428,22,No Claim
CUS9PLOQFEZTEI3,PROD108962,General,189567,25,No Claim
CUSHCPWY1EQPLA9,PROD108964,Health,186609,25,No Claim
CUSZ56VW7V44DU1,PROD108980,General,112387,24,No Claim
CUSR6E7JVS4LIZX,PROD108993,Health,90638,5,Claim Settled
CUSZCVCH94NSO3F,PROD108995,General,28244,9,No Claim
CUSMN2VGLQH8XAZ,PROD109001,Health,85786,23,No Claim
CUSU90K36OVHME3,PROD109002,General,166127,9,No Claim
CUSFAKATJGYQ5ZK,PROD109005,Health,44198,10,No Claim
CUS16C3QLIUDS6U,PROD109007,Health,49127,22,No Claim
CUSKNOSLRGO4FFI,PROD109011,Life,48085,23,No Claim
CUS4S3FL3G2ZP7M,PROD109019,Life,51833,20,No Claim
CUSURZGTVG2Z3T7,PROD109025,Life,158779,22,Claim Settled
CUS7EFBB25BR0DU,PROD109033,Health,203280,8,No Claim
CUS2NP6I5GSE146,PROD109038,Life,152780,10,No Claim
CUS4MVS27XYTI94,PROD109041,Health,145800,25,No Claim
816082211217,PROD109046,Health,211526,23,No Claim
CUSTYRM314L5RWJ,PROD109051,Life,93460,11,No Claim
CUS9CP252EKSAB4,PROD109052,Life,226647,16,No Claim
CUSC5H2YPFKDO33,PROD109055,General,212348,20,No Claim
CUS70EM1KKF9X8W,PROD109058,General,122543,13,No Claim
CUSZX6Y3P5PWL9X,PROD109062,Life,55738,5,No Claim
CUS2A0XZ8RK6F00,PROD109072,Life,149893,18,No Claim
CUSBI6689M68RAD,PROD109080,Life,104588,15,No Claim
CUSUHDG34AMA0BH,PROD109085,General,234117,12,No Claim
CUSFSFYV2TZHX4Y,PROD109104,General,235218,6,No Claim
CUS7N1DA1BPLD9H,PROD109114,Life,235267,16,No Claim
CUS2FMBHLMJDO2K,PROD109119,General,90045,20,No Claim
435071446910,PROD109127,General,221103,6,No Claim
CUS0O7C4EBX2LDF,PROD109139,General,171644,5,No Claim
CUS1F8NOMQGD3NY,PROD109145,Health,202694,12,No Claim
CUSD021117NYXSV,PROD109146,Health,89000,21,No Claim
351411904248,PROD109157,Life,85922,20,No Claim
CUSLFM2JDFYDECQ,PROD109158,Life,141863,22,No Claim
CUSIK0AKIU9XB5X,PROD109160,Life,177964,18,No Claim
CUSKC7038CLDZBL,PROD109161,Health,28707,21,No Claim
CUSUYI0VHOJXE39,PROD109162,General,43069,22,No Claim
CUSE7PDJU7I1M4F,PROD109166,General,35065,19,No Claim
CUSR9B662BXRQYN,PROD109176,Life,87081,12,No Claim
CUSZ97AT2EXDH8S,PROD109177,General,165395,5,No Claim
CUSA5BRC511VR12,PROD109178,Health,94356,17,No Claim
CUSH11FFDRTR1HH,PROD109187,Life,48559,14,No Claim
CUS5YON14VQRWP7,PROD109188,General,237965,22,Claim Filed
CUSFZICP95COT4Z,PROD109189,Health,40653,13,No Claim
CUSKY30XWW1KSIT,PROD109199,Life,141636,6,No Claim
CUSQGNEZYAYVWTI,PROD109207,General,134538,11,No Claim
CUSSZQD5QGUUHY5,PROD109216,Life,202844,17,No Claim
CUSJU8J31DQ9MPD,PROD109219,General,158230,5,No Claim
CUSMD6QYWK05435,PROD109225,Health,156787,9,No Claim
CUSM7D3Z72CBPX5,PROD109229,General,219098,6,No Claim
CUSJPZOLE7SFKYG,PROD109231,General,47046,12,No Claim
CUSWPXL5LDSMVHH,PROD109245,Life,42451,22,No Claim
CUSBQ7MNU8XZW4H,PROD109253,Life,247876,24,No Claim
CUSMSQ2P6HHDZIZ,PROD109254,Health,177473,13,No Claim
CUSK3K3FTCI7XXG,PROD109255,General,60840,15,No Claim
CUSTI4WITMKPKD7,PROD109256,Life,104768,11,No Claim
525430562435,PROD109262,Life,124483,18,No Claim
CUSQNK44T0FR9VR,PROD109266,Health,116039,13,No Claim
802153543479,PROD109269,General,193525,23,No Claim
CUSPUIHTMME870P,PROD109271,General,208793,24,No Claim
CUS2S1D15IX3FZI,PROD109275,Life,44449,21,No Claim
CUSOS7VOCSZPO7W,PROD109280,Health,85980,12,No Claim
CUSO3YTJ52XPLW1,PROD109283,Health,161917,6,No Claim
CUSC2B84CQ6TFFV,PROD109285,Health,52385,12,No Claim
CUS6UH2UM7OF8KX,PROD109288,General,161967,13,No Claim
CUST1ACGZZC37WJ,PROD109291,Life,132004,5,No Claim
CUS058PS58VLGBJ,PROD109296,Life,58786,5,No Claim
CUSEFK3MTCCH1K8,PROD109304,Health,205927,19,No Claim
CUSOP2IHD85KPSA,PROD109313,General,52992,25,No Claim
CUSV8I53AB6PK9P,PROD109314,General,189282,13,No Claim
CUSCOTR1J5CDEZV,PROD109319,Health,231062,16,No Claim
243010160319,PROD109320,Health,135704,15,No Claim
CUS5Q20OGNZJLCE,PROD109323,General,213621,20,No Claim
428707717797,PROD109325,Health,119279,14,No Claim
CUSV9TXOTF4G3MI,PROD109326,General,60657,9,No Claim
CUSLMQZBMGZT6XN,PROD109328,General,154551,12,No Claim
CUSUYMO0PQCLPOX,PROD109329,General,177672,19,No Claim
683488969830,PROD109330,Health,70186,20,No Claim
CUSH2DV4SXV9HXI,PROD109335,Life,97461,22,Claim Filed
CUS6PQNNAE63IZJ,PROD109351,Health,234124,16,No Claim
CUSF5MNHP525ONW,PROD109358,General,40648,11,No Claim
CUS2IG52G4BN0WK,PROD109361,Life,237614,11,Claim Filed
638888227346,PROD109363,Life,162051,21,Claim Settled
CUS7QJFN4FCT41M,PROD109370,Life,29051,13,No Claim
CUSAJHKZ3WX4COT,PROD109375,Health,66821,20,No Claim
CUSN01Q5IGFGVT1,PROD109378,Health,88938,9,No Claim
CUSN25WM72QLGDV,PROD109393,General,194267,20,No Claim
CUSEV86DDMD44OL,PROD109401,General,44674,16,No Claim
CUSDNJGCR7MWZ9W,PROD109407,General,100763,23,No Claim
CUS2YVVJNA7W2ON,PROD109408,Health,223808,22,No Claim
CUSNPRBTTE9FHBP,PROD109412,General,96013,5,No Claim
CUSZT9WSZ7YSR6R,PROD109420,General,150834,6,No Claim
CUS36ZTT7080313,PROD109423,Health,62486,11,No Claim
CUSSQUGBSJ705HD,PROD109427,Health,174509,19,No Claim
CUSSURX0XU78IU5,PROD109431,Health,60951,22,No Claim
CUSOJHIOXQYAJB8,PROD109438,Health,42167,23,No Claim
CUSY11HT2NB4SIA,PROD109441,Life,113448,8,No Claim
CUSLB59WWIIV54D,PROD109442,General,157359,15,No Claim
CUSINTC5K0M6CIM,PROD109446,Life,47185,15,No Claim
685895271142,PROD109447,General,231223,13,No Claim
433698143742,PROD109449,General,134399,22,No Claim
CUSN4ZZ35Q0DQW6,PROD109452,General,50230,5,No Claim
CUSTMK9BT21CZWS,PROD109455,Life,169784,8,No Claim
CUS2NW8DO02VMNC,PROD109461,Health,75170,23,No Claim
CUSDRVCNIGMMIHH,PROD109464,Life,111838,7,No Claim
CUSSD5E36IVW5HX,PROD109467,General,195471,13,Claim Settled
CUSCUJOBXZ8043J,PROD109473,Life,130005,16,No Claim
CUSRGJLALQOJHKJ,PROD109479,Life,148372,18,No Claim
CUS7W19LT0RH15Y,PROD109481,Life,200879,18,No Claim
CUSOF3V7NQ22S53,PROD109484,Health,156476,24,No Claim
CUSFAKS2V6FRSZS,PROD109487,Life,53139,11,No Claim
CUSV57N66YUSAHT,PROD109489,Life,236020,7,No Claim
CUSKGN87AIXV4U1,PROD109490,Health,243680,14,No Claim
CUSLQ455PQA30B1,PROD109508,Life,115151,23,No Claim
106769299578,PROD109516,General,237885,11,No Claim
CUS4T6F1QW90TPG,PROD109522,Life,209572,5,No Claim
CUSLNXNWQ0OAAUI,PROD109524,General,237138,10,No Claim
CUSUMJE5SVO3O1T,PROD109525,General,214637,23,No Claim
CUSWMZ2TD9MNV9F,PROD109528,Life,100548,20,No Claim
CUSIUYGOOBLG4L1,PROD109533,General,161382,17,No Claim
CUS9U8D0R0EJYDB,PROD109535,General,105755,24,No Claim
CUS6GUO8I5JWK6Z,PROD109547,Health,96062,18,No Claim
CUSV53DSZA62JNQ,PROD109553,General,33942,11,No Claim
CUSV5YQ24B2V5W8,PROD109556,Life,139187,5,Claim Settled
CUSI0QXERH9B382,PROD109557,Life,145561,24,Claim Settled
CUSTREHIE5RPTTS,PROD109559,Health,38128,11,No Claim
CUSD9LYGXP8GGGH,PROD109561,Health,146455,7,No Claim
CUSG86U03A79BDB,PROD109579,General,92654,20,No Claim
CUSBI2T1YOICWVE,PROD109582,General,39799,11,No Claim
CUSN3PY8KFOGQGO,PROD109593,General,235335,10,No Claim
CUSWIRCKWFYQP7A,PROD109594,Life,174812,9,No Claim
CUSVVETXNNRSZLX,PROD109597,General,206356,20,No Claim
994351314667,PROD109605,Health,112077,10,No Claim
CUS9EZGFI2BT1B6,PROD109606,General,100478,21,Claim Settled
CUSH8N92TP6QAQ3,PROD109608,General,125965,12,No Claim
658626149510,PROD109609,Health,72399,9,No Claim
894397876839,PROD109629,Health,91932,25,No Claim
CUSEIUO2G16CATY,PROD109635,Life,93737,7,No Claim
CUSJ3DECTYPWAY4,PROD109637,General,57546,5,No Claim
CUSNNUQEPLCH3AT,PROD109638,Health,219393,21,No Claim
CUSX1OM5PP5FLOZ,PROD109642,Health,58493,20,No Claim
CUSGX6JKIH7TRL0,PROD109643,Life,62614,21,No Claim
284446598130,PROD109645,Life,204482,19,No Claim
CUSZSLCX7I1UFTM,PROD109649,Health,65001,13,No Claim
CUS4DT6U8XI43FV,PROD109650,General,232301,14,No Claim
CUS7VQXTQD2L03C,PROD109660,Health,115811,5,No Claim
CUSE5RNY3NT0UM5,PROD109661,Life,149662,12,No Claim
CUSN64KF2QA4SPU,PROD109669,Life,179726,25,No Claim
CUS5HOXV4TRZ2SF,PROD109673,General,58189,16,No Claim
CUSSDPLS9EK1ZOS,PROD109695,Life,159053,10,No Claim
CUSYT3EUJ25BM6O,PROD109706,Life,236457,23,No Claim
CUSB4564P26FBU4,PROD109715,Life,241842,10,No Claim
CUSO4FPOKM5818O,PROD109724,General,227255,15,No Claim
726599454905,PROD109727,Health,178839,8,No Claim
CUSRDKQNT1ARQTP,PROD109734,Life,142647,17,No Claim
CUSFQHJCWLCKSA6,PROD109744,Life,171633,10,No Claim
CUSAM1T6Y6MTPON,PROD109745,General,130979,23,No Claim
CUS6LIMM48Y86VU,PROD109751,Health,200826,11,No Claim
757651780397,PROD109759,General,150087,22,No Claim
CUSOC50HSYRLVMP,PROD109761,Life,218543,5,No Claim
CUSXM6OB08KRCAQ,PROD109762,Health,214615,17,No Claim
CUSOYOBI85NAF7Q,PROD109773,General,115886,5,No Claim
CUSM9ZQFMRGCLV8,PROD109777,General,110609,15,No Claim
CUSOLJUMIIP43QA,PROD109778,Life,82139,14,No Claim
CUS84N9FALAXPWE,PROD109782,Life,207707,25,No Claim
900155860401,PROD109788,General,108169,23,No Claim
CUS5P55K3EL6RRL,PROD109810,Life,135438,22,No Claim
CUSVZ227CXUMC9Z,PROD109812,Health,105066,21,Claim Settled
CUS5HZK5K5BEV5I,PROD109821,Health,213761,16,No Claim
CUSZWSYUBNI17GR,PROD109826,Life,112443,11,No Claim
CUS6PBE6SXIU5G3,PROD109829,General,126797,15,No Claim
CUSR9WPVMTSGMBO,PROD109831,Life,30537,16,No Claim
CUS9COC16LOQ6KN,PROD109836,Health,78404,15,No Claim
CUSWF3II5ZEJ2AH,PROD109843,Health,136078,7,No Claim
