Customer/Merchant ID,Lead Source,Lead Status,Follow-up Date,Remarks
YESB70596271,Digital Campaign,In Progress,2024-11-08 00:00:00,Interested in HL
YESB40485564,Digital Campaign,Converted,2024-05-02 00:00:00,Wait for salary credit
YESB94457789,Referral,Converted,2024-06-16 00:00:00,KYC Pending
YESB17134806,Referral,Converted,2024-08-05 00:00:00,Wait for salary credit
YESB45363705,Referral,Lost,2024-03-12 00:00:00,Called for FD
YESB62247801,Referral,Converted,2024-04-17 00:00:00,KYC Pending
YESB74256328,Referral,Converted,2024-08-22 00:00:00,KYC Pending
YESB10351388,Walk-in,In Progress,2024-06-25 00:00:00,Called for FD
YESB23745075,Walk-in,In Progress,2024-06-05 00:00:00,Interested in HL
YESB19469639,Walk-in,Lost,2024-03-15 00:00:00,Wait for salary credit
YESB14909628,Walk-in,In Progress,2024-07-20 00:00:00,Interested in HL
YESB49840953,Referral,Converted,2024-03-04 00:00:00,Called for FD
YESB47695603,Referral,Lost,2024-09-23 00:00:00,Interested in HL
YESB28969716,Referral,In Progress,2024-12-01 00:00:00,Interested in HL
YESB28532725,Walk-in,Converted,2024-12-13 00:00:00,Wait for salary credit
YESB14675814,Walk-in,In Progress,2024-07-20 00:00:00,Interested in HL
YESB72894363,Walk-in,Lost,2024-05-01 00:00:00,KYC Pending
YESB14167707,Digital Campaign,In Progress,2024-09-22 00:00:00,KYC Pending
YESB36735010,Digital Campaign,Converted,2024-01-04 00:00:00,KYC Pending
YESB73974875,Digital Campaign,In Progress,2024-05-12 00:00:00,KYC Pending
YESB52572418,Digital Campaign,Lost,2024-09-21 00:00:00,Called for FD
YESB74628115,Walk-in,Converted,2024-07-22 00:00:00,Interested in HL
YESB38148305,Walk-in,In Progress,2024-02-12 00:00:00,Interested in HL
YESB73936933,Digital Campaign,Converted,2024-08-04 00:00:00,Called for FD
YESB45865237,Digital Campaign,In Progress,2024-02-10 00:00:00,Interested in HL
YESB68861541,Walk-in,In Progress,2024-08-02 00:00:00,Wait for salary credit
YESB73699720,Digital Campaign,Lost,2024-05-22 00:00:00,Called for FD
YESB61655151,Walk-in,Lost,2024-09-25 00:00:00,Called for FD
YESB44247772,Digital Campaign,Lost,2024-12-17 00:00:00,Wait for salary credit
YESB40464214,Walk-in,Converted,2024-07-21 00:00:00,Interested in HL
YESB55947191,Referral,Converted,2024-06-24 00:00:00,KYC Pending
YESB56602452,Digital Campaign,Lost,2024-06-20 00:00:00,Interested in HL
YESB58378602,Referral,Converted,2024-02-09 00:00:00,Called for FD
YESB99105559,Referral,Lost,2024-07-06 00:00:00,KYC Pending
YESB77429877,Referral,Converted,2024-06-19 00:00:00,KYC Pending
YESB26871221,Walk-in,Lost,2024-12-27 00:00:00,KYC Pending
YESB91924150,Referral,Lost,2024-04-25 00:00:00,Called for FD
YESB15016117,Referral,Converted,2024-06-03 00:00:00,Called for FD
YESB37328277,Referral,Lost,2024-10-13 00:00:00,KYC Pending
YESB68058230,Digital Campaign,Lost,2024-06-12 00:00:00,Interested in HL
YESB81177571,Walk-in,Lost,2024-04-28 00:00:00,Called for FD
YESB71631777,Digital Campaign,Lost,2024-12-19 00:00:00,Wait for salary credit
YESB87193027,Walk-in,In Progress,2024-07-10 00:00:00,Called for FD
YESB20947127,Referral,In Progress,2024-02-27 00:00:00,Called for FD
YESB89758734,Digital Campaign,Lost,2024-07-16 00:00:00,Called for FD
YESB16165224,Referral,In Progress,2024-07-10 00:00:00,Called for FD
YESB19945430,Walk-in,Lost,2024-10-04 00:00:00,KYC Pending
YESB20298188,Digital Campaign,Converted,2024-08-07 00:00:00,KYC Pending
YESB29854583,Digital Campaign,In Progress,2024-05-01 00:00:00,Wait for salary credit
YESB19856099,Digital Campaign,Converted,2024-07-08 00:00:00,Interested in HL
YESB44722549,Digital Campaign,In Progress,2024-02-25 00:00:00,KYC Pending
YESB34422320,Referral,Converted,2024-07-26 00:00:00,Interested in HL
YESB53702317,Walk-in,Lost,2024-06-04 00:00:00,Wait for salary credit
YESB43330583,Digital Campaign,In Progress,2024-04-25 00:00:00,Called for FD
YESB49969717,Walk-in,In Progress,2024-10-11 00:00:00,Interested in HL
YESB65604025,Walk-in,Lost,2024-01-09 00:00:00,Wait for salary credit
YESB37765958,Walk-in,In Progress,2024-01-17 00:00:00,Wait for salary credit
YESB52044617,Referral,Lost,2024-06-27 00:00:00,KYC Pending
YESB92315128,Digital Campaign,Lost,2024-11-25 00:00:00,Called for FD
YESB61057266,Digital Campaign,Lost,2024-09-25 00:00:00,Interested in HL
YESB30038881,Referral,Converted,2024-07-24 00:00:00,KYC Pending
YESB28789268,Referral,In Progress,2024-05-10 00:00:00,KYC Pending
YESB38865416,Walk-in,In Progress,2024-06-09 00:00:00,Interested in HL
YESB15779321,Referral,Lost,2024-02-22 00:00:00,Interested in HL
YESB13179766,Walk-in,Lost,2024-02-28 00:00:00,Wait for salary credit
YESB82446035,Walk-in,In Progress,2024-08-16 00:00:00,Called for FD
YESB43689187,Digital Campaign,Lost,2024-08-17 00:00:00,Wait for salary credit
YESB79177679,Digital Campaign,In Progress,2024-07-08 00:00:00,Wait for salary credit
YESB34458995,Referral,Converted,2024-10-25 00:00:00,Called for FD
YESB55890745,Walk-in,Lost,2024-09-22 00:00:00,Wait for salary credit
YESB91751122,Digital Campaign,Converted,2024-01-30 00:00:00,KYC Pending
YESB24687412,Referral,In Progress,2024-07-23 00:00:00,KYC Pending
YESB25228841,Digital Campaign,Lost,2024-11-20 00:00:00,Wait for salary credit
YESB71727305,Digital Campaign,Lost,2024-10-02 00:00:00,KYC Pending
YESB83527288,Referral,In Progress,2024-07-25 00:00:00,Interested in HL
YESB95623581,Walk-in,Lost,2024-01-01 00:00:00,Interested in HL
YESB23107039,Digital Campaign,Converted,2024-12-10 00:00:00,KYC Pending
YESB32448743,Referral,Lost,2024-12-25 00:00:00,KYC Pending
YESB49253056,Walk-in,Converted,2024-11-16 00:00:00,Interested in HL
YESB91012475,Referral,Converted,2024-12-18 00:00:00,Interested in HL
YESB44206649,Walk-in,In Progress,2024-03-20 00:00:00,Called for FD
YESB39477777,Digital Campaign,In Progress,2024-06-14 00:00:00,Interested in HL
YESB12359914,Walk-in,In Progress,2024-02-17 00:00:00,Interested in HL
YESB56864753,Digital Campaign,Lost,2024-05-03 00:00:00,KYC Pending
YESB59948247,Walk-in,Converted,2024-06-18 00:00:00,Wait for salary credit
YESB59170762,Walk-in,Lost,2024-07-31 00:00:00,Interested in HL
YESB47186622,Walk-in,Converted,2024-09-17 00:00:00,KYC Pending
YESB14884133,Walk-in,Converted,2024-10-30 00:00:00,Wait for salary credit
YESB97728718,Digital Campaign,In Progress,2024-09-03 00:00:00,Called for FD
YESB31177522,Digital Campaign,Converted,2024-06-04 00:00:00,Called for FD
YESB64617778,Referral,Converted,2024-06-01 00:00:00,KYC Pending
YESB55674249,Walk-in,Lost,2024-07-04 00:00:00,KYC Pending
YESB36886866,Walk-in,Converted,2024-03-29 00:00:00,Called for FD
YESB40978863,Digital Campaign,Lost,2024-08-05 00:00:00,Wait for salary credit
YESB30405393,Walk-in,In Progress,2024-07-11 00:00:00,Interested in HL
YESB98240760,Walk-in,Converted,2024-02-28 00:00:00,Interested in HL
YESB48116041,Walk-in,In Progress,2024-12-29 00:00:00,Interested in HL
YESB94418147,Walk-in,In Progress,2024-07-23 00:00:00,Interested in HL
YESB97222917,Walk-in,Lost,2024-05-26 00:00:00,KYC Pending
YESB33942761,Walk-in,In Progress,2024-10-15 00:00:00,Interested in HL
YESB16156989,Digital Campaign,Lost,2024-03-31 00:00:00,Called for FD
YESB58702982,Referral,Lost,2024-06-11 00:00:00,Called for FD
YESB83218786,Walk-in,Converted,2024-12-10 00:00:00,KYC Pending
YESB79746247,Digital Campaign,In Progress,2024-02-02 00:00:00,Called for FD
YESB19879045,Digital Campaign,In Progress,2024-03-12 00:00:00,Interested in HL
YESB61469002,Digital Campaign,Converted,2024-01-03 00:00:00,KYC Pending
YESB36694713,Digital Campaign,Lost,2024-08-28 00:00:00,Interested in HL
YESB98722315,Walk-in,Lost,2024-10-24 00:00:00,Interested in HL
YESB56843582,Walk-in,In Progress,2024-12-04 00:00:00,Wait for salary credit
YESB12443599,Digital Campaign,Converted,2024-08-08 00:00:00,Interested in HL
YESB37459335,Digital Campaign,Lost,2024-03-30 00:00:00,Wait for salary credit
YESB19138294,Digital Campaign,Lost,2024-07-18 00:00:00,KYC Pending
YESB74238672,Walk-in,Converted,2024-01-03 00:00:00,KYC Pending
YESB66274073,Referral,Converted,2024-11-03 00:00:00,KYC Pending
YESB32788913,Digital Campaign,In Progress,2024-11-22 00:00:00,Called for FD
YESB89202784,Referral,Lost,2024-12-27 00:00:00,Interested in HL
YESB62429007,Digital Campaign,In Progress,2024-04-15 00:00:00,KYC Pending
YESB93876552,Digital Campaign,In Progress,2024-09-23 00:00:00,Wait for salary credit
YESB98213137,Referral,Lost,2024-07-13 00:00:00,Called for FD
YESB30606405,Referral,In Progress,2024-10-30 00:00:00,Interested in HL
YESB76391300,Referral,Converted,2024-01-29 00:00:00,Called for FD
YESB78147011,Digital Campaign,Converted,2024-02-02 00:00:00,Wait for salary credit
YESB45387105,Walk-in,Lost,2024-12-14 00:00:00,KYC Pending
YESB98401687,Referral,Converted,2024-04-06 00:00:00,Called for FD
YESB82590086,Referral,In Progress,2024-06-15 00:00:00,KYC Pending
YESB51977470,Walk-in,Converted,2024-01-30 00:00:00,KYC Pending
YESB50610338,Referral,Converted,2024-12-21 00:00:00,Wait for salary credit
YESB69075007,Referral,In Progress,2024-11-08 00:00:00,Called for FD
YESB53222614,Referral,In Progress,2024-12-23 00:00:00,Wait for salary credit
YESB51830714,Walk-in,In Progress,2024-08-27 00:00:00,Interested in HL
YESB71904404,Digital Campaign,Lost,2024-03-06 00:00:00,Called for FD
YESB28358029,Digital Campaign,In Progress,2024-12-23 00:00:00,Wait for salary credit
YESB17163636,Digital Campaign,Lost,2024-08-23 00:00:00,KYC Pending
YESB90362555,Digital Campaign,In Progress,2024-02-08 00:00:00,Wait for salary credit
YESB21338700,Walk-in,In Progress,2024-10-16 00:00:00,Wait for salary credit
YESB80867282,Referral,In Progress,2024-08-21 00:00:00,KYC Pending
YESB40571239,Referral,In Progress,2024-02-06 00:00:00,KYC Pending
YESB80043201,Walk-in,Converted,2024-01-25 00:00:00,Wait for salary credit
YESB96510892,Digital Campaign,In Progress,2024-12-29 00:00:00,KYC Pending
YESB34197535,Walk-in,Converted,2024-02-07 00:00:00,Called for FD
YESB91188937,Digital Campaign,In Progress,2024-10-27 00:00:00,KYC Pending
YESB65394009,Walk-in,Lost,2024-10-03 00:00:00,Interested in HL
YESB87173031,Walk-in,Converted,2024-08-04 00:00:00,Called for FD
YESB45361537,Digital Campaign,Lost,2024-04-23 00:00:00,Called for FD
YESB17128582,Digital Campaign,In Progress,2024-05-06 00:00:00,Wait for salary credit
YESB49501333,Walk-in,Converted,2024-06-04 00:00:00,Interested in HL
YESB85159757,Walk-in,Lost,2024-10-31 00:00:00,Wait for salary credit
YESB31034964,Referral,Lost,2024-11-24 00:00:00,Wait for salary credit
YESB42712277,Digital Campaign,Converted,2024-09-27 00:00:00,Called for FD
YESB49717481,Referral,Converted,2024-12-04 00:00:00,Called for FD
YESB71305347,Digital Campaign,In Progress,2024-01-10 00:00:00,Interested in HL
YESB88466222,Digital Campaign,In Progress,2024-01-06 00:00:00,Wait for salary credit
YESB36321835,Referral,Lost,2024-09-10 00:00:00,Wait for salary credit
YESB26740077,Walk-in,Converted,2024-04-06 00:00:00,KYC Pending
YESB58699391,Digital Campaign,In Progress,2024-02-03 00:00:00,Called for FD
YESB16114052,Digital Campaign,In Progress,2024-01-14 00:00:00,Called for FD
YESB76297977,Digital Campaign,In Progress,2024-12-18 00:00:00,Called for FD
YESB85364390,Walk-in,In Progress,2024-11-05 00:00:00,KYC Pending
YESB76524614,Digital Campaign,In Progress,2024-09-22 00:00:00,Wait for salary credit
YESB38454856,Digital Campaign,In Progress,2024-06-14 00:00:00,KYC Pending
YESB18546374,Walk-in,In Progress,2024-05-29 00:00:00,KYC Pending
YESB21961748,Digital Campaign,Lost,2024-08-05 00:00:00,Interested in HL
YESB50957173,Referral,Converted,2024-05-20 00:00:00,Interested in HL
YESB46692185,Digital Campaign,Lost,2024-02-08 00:00:00,KYC Pending
YESB51243793,Walk-in,Converted,2024-02-01 00:00:00,Wait for salary credit
YESB60339333,Referral,Converted,2024-12-19 00:00:00,Wait for salary credit
YESB57256554,Walk-in,Converted,2024-12-05 00:00:00,KYC Pending
YESB36214421,Referral,In Progress,2024-11-24 00:00:00,Called for FD
YESB82612360,Walk-in,In Progress,2024-02-02 00:00:00,Called for FD
YESB75961432,Walk-in,Converted,2024-12-01 00:00:00,Called for FD
YESB28003849,Referral,In Progress,2024-11-25 00:00:00,Called for FD
YESB92310625,Referral,Lost,2024-05-07 00:00:00,Wait for salary credit
YESB99337959,Walk-in,Converted,2024-11-02 00:00:00,KYC Pending
YESB26882529,Walk-in,Converted,2024-01-30 00:00:00,Wait for salary credit
YESB23234412,Digital Campaign,Lost,2024-09-29 00:00:00,Interested in HL
YESB20246096,Digital Campaign,Lost,2024-12-30 00:00:00,KYC Pending
YESB59584634,Walk-in,Lost,2024-06-02 00:00:00,Interested in HL
YESB62602793,Referral,Lost,2024-08-15 00:00:00,Wait for salary credit
YESB73021670,Referral,Converted,2024-10-08 00:00:00,Interested in HL
YESB61703180,Walk-in,Converted,2024-11-01 00:00:00,Called for FD
YESB20180284,Digital Campaign,Converted,2024-02-03 00:00:00,KYC Pending
YESB34939806,Walk-in,In Progress,2024-12-21 00:00:00,Interested in HL
YESB70115403,Walk-in,Converted,2024-09-20 00:00:00,Called for FD
YESB95610208,Walk-in,Converted,2024-12-05 00:00:00,Interested in HL
YESB18623217,Walk-in,Converted,2024-04-24 00:00:00,KYC Pending
YESB29223731,Digital Campaign,Lost,2024-11-29 00:00:00,KYC Pending
YESB12570530,Referral,Converted,2024-10-17 00:00:00,Wait for salary credit
YESB35161266,Digital Campaign,Converted,2024-01-25 00:00:00,Interested in HL
YESB21388549,Referral,In Progress,2024-04-19 00:00:00,Wait for salary credit
YESB32713847,Walk-in,Converted,2024-10-21 00:00:00,KYC Pending
YESB39250514,Digital Campaign,Converted,2024-11-25 00:00:00,Interested in HL
YESB41302978,Digital Campaign,Lost,2024-04-07 00:00:00,KYC Pending
YESB11157241,Digital Campaign,Lost,2024-10-01 00:00:00,Interested in HL
YESB18490527,Walk-in,Lost,2024-09-22 00:00:00,Wait for salary credit
YESB46248868,Digital Campaign,Converted,2024-03-11 00:00:00,Interested in HL
YESB21927226,Referral,In Progress,2024-10-19 00:00:00,Interested in HL
YESB52319521,Referral,Converted,2024-01-26 00:00:00,Interested in HL
YESB76938451,Referral,Converted,2024-12-21 00:00:00,KYC Pending
YESB57130240,Digital Campaign,Lost,2024-03-10 00:00:00,Wait for salary credit
YESB58839397,Referral,Lost,2024-04-17 00:00:00,Interested in HL
YESB19769572,Digital Campaign,Lost,2024-09-21 00:00:00,KYC Pending
YESB33232199,Digital Campaign,In Progress,2024-03-06 00:00:00,Interested in HL
YESB93976204,Digital Campaign,Lost,2024-07-26 00:00:00,Interested in HL
YESB24493018,Digital Campaign,Converted,2024-03-12 00:00:00,Interested in HL
YESB62972531,Walk-in,Converted,2024-12-03 00:00:00,Interested in HL
YESB46616520,Digital Campaign,In Progress,2024-03-06 00:00:00,Called for FD
YESB36214421,Digital Campaign,In Progress,2024-10-17 00:00:00,KYC Pending
YESB35799033,Digital Campaign,In Progress,2024-01-08 00:00:00,KYC Pending
YESB48901838,Digital Campaign,In Progress,2024-01-02 00:00:00,Wait for salary credit
YESB96955852,Referral,Lost,2024-01-27 00:00:00,Wait for salary credit
YESB63884473,Digital Campaign,Converted,2024-05-09 00:00:00,KYC Pending
YESB33566607,Digital Campaign,Lost,2024-08-14 00:00:00,Called for FD
YESB68683325,Referral,Converted,2024-03-01 00:00:00,KYC Pending
YESB79358588,Walk-in,Lost,2024-04-13 00:00:00,Wait for salary credit
YESB32876199,Digital Campaign,Lost,2024-11-09 00:00:00,Wait for salary credit
YESB45141041,Digital Campaign,Converted,2024-12-17 00:00:00,KYC Pending
YESB48048185,Walk-in,Lost,2024-02-04 00:00:00,Called for FD
YESB53703646,Walk-in,Converted,2024-05-04 00:00:00,Wait for salary credit
YESB90298747,Digital Campaign,Converted,2024-07-28 00:00:00,Interested in HL
YESB71193223,Walk-in,In Progress,2024-11-05 00:00:00,Interested in HL
YESB69699076,Walk-in,In Progress,2024-10-31 00:00:00,Interested in HL
YESB62183014,Referral,Lost,2024-12-16 00:00:00,Wait for salary credit
YESB27517630,Walk-in,Converted,2024-08-18 00:00:00,Called for FD
YESB34008215,Referral,Lost,2024-08-30 00:00:00,Wait for salary credit
YESB53591506,Walk-in,Converted,2024-04-15 00:00:00,Wait for salary credit
YESB35026216,Referral,In Progress,2024-04-27 00:00:00,KYC Pending
YESB76149508,Walk-in,In Progress,2024-04-12 00:00:00,Wait for salary credit
YESB64107856,Walk-in,Converted,2024-03-28 00:00:00,Interested in HL
YESB79763414,Walk-in,Converted,2024-01-16 00:00:00,Wait for salary credit
YESB89804035,Walk-in,In Progress,2024-07-05 00:00:00,Wait for salary credit
YESB56587509,Walk-in,In Progress,2024-02-18 00:00:00,Wait for salary credit
YESB93281226,Digital Campaign,In Progress,2024-12-05 00:00:00,Wait for salary credit
YESB56679021,Referral,Lost,2024-10-07 00:00:00,Interested in HL
YESB31999884,Referral,Lost,2024-06-28 00:00:00,Called for FD
YESB53933890,Digital Campaign,Converted,2024-08-05 00:00:00,Interested in HL
YESB38962505,Referral,Lost,2024-12-28 00:00:00,Wait for salary credit
YESB90439279,Digital Campaign,Lost,2024-03-13 00:00:00,Interested in HL
YESB85665143,Referral,In Progress,2024-02-27 00:00:00,Interested in HL
YESB74985350,Referral,In Progress,2024-01-24 00:00:00,Interested in HL
YESB11745291,Digital Campaign,Lost,2024-01-04 00:00:00,Interested in HL
YESB93499437,Digital Campaign,Lost,2024-02-11 00:00:00,Interested in HL
YESB33900393,Digital Campaign,Lost,2024-08-16 00:00:00,Called for FD
YESB22417395,Walk-in,Converted,2024-10-27 00:00:00,Wait for salary credit
YESB17798379,Referral,In Progress,2024-10-19 00:00:00,Called for FD
YESB41006922,Referral,In Progress,2024-05-26 00:00:00,Called for FD
YESB86723027,Digital Campaign,Converted,2024-05-15 00:00:00,Called for FD
YESB94902158,Referral,Converted,2024-10-24 00:00:00,KYC Pending
YESB28839897,Digital Campaign,Lost,2024-08-18 00:00:00,KYC Pending
YESB69424455,Digital Campaign,In Progress,2024-05-07 00:00:00,Interested in HL
YESB94085931,Digital Campaign,In Progress,2024-05-07 00:00:00,Called for FD
YESB37940554,Walk-in,Converted,2024-10-23 00:00:00,Interested in HL
YESB38681844,Referral,Converted,2024-12-14 00:00:00,Called for FD
YESB26790414,Walk-in,In Progress,2024-05-05 00:00:00,Wait for salary credit
YESB90861204,Referral,In Progress,2024-10-27 00:00:00,Wait for salary credit
YESB65306929,Walk-in,In Progress,2024-05-28 00:00:00,KYC Pending
YESB36627648,Digital Campaign,Converted,2024-01-11 00:00:00,Called for FD
YESB41215509,Walk-in,Converted,2024-10-21 00:00:00,Interested in HL
YESB41908864,Walk-in,Lost,2024-01-16 00:00:00,KYC Pending
YESB81764915,Digital Campaign,Converted,2024-11-17 00:00:00,Interested in HL
YESB87749784,Referral,In Progress,2024-11-25 00:00:00,KYC Pending
YESB37133936,Referral,Lost,2024-04-10 00:00:00,Wait for salary credit
YESB84896370,Walk-in,Converted,2024-06-27 00:00:00,Interested in HL
YESB68555199,Walk-in,Converted,2024-05-14 00:00:00,Wait for salary credit
